text,dimensions,clean_text,num_words,num_caps_words,capital_ratio,num_exclamations,sentiment_score_test,sentiment_score
"ADVANTAGE
HOME
CONTRACTING
The Leader in Home Repairs & Projects
CURRENT SPECIALS
ARE YOU CONSIDERING
ADDING AN ADDITION,
A GARAGE OR A SUN ROOM
TO YOUR HOME?","(300, 600)","ADVANTAGE HOME CONTRACTING The Leader in Home Repairs & Projects CURRENT SPECIALS ARE YOU CONSIDERING ADDING AN ADDITION, A GARAGE OR A SUN ROOM TO YOUR HOME?",27.0,18.0,0.6,0.0,,0.5
"Arkansas Democrat Gazette
MARCH
MANIA
2023 COLLEGE
BASKETBALL
3-IN-1 BRACKET
CHALLENGE
WIN$1 MILLION
MARCH 12
REGISTER NOW
SPONSORED BY
0000
FOR THE PERFECT BRACKET OAKLAWN
DONE MONEY NOT ODOVIDED BY THE
ADMANSAS DEMOCIA-GAZETTE
BACINCAUNE
ARKANSASONLINE.COM/MARCHMANIA","(300, 250)",Arkansas Democrat Gazette MARCH MANIA 2023 COLLEGE BASKETBALL 3-IN-1 BRACKET CHALLENGE WIN$1 MILLION MARCH 12 REGISTER NOW SPONSORED BY 0000 FOR THE PERFECT BRACKET OAKLAWN DONE MONEY NOT ODOVIDED BY THE ADMANSAS DEMOCIA-GAZETTE BACINCAUNE ARKANSASONLINE.COM/MARCHMANIA,35.0,29.0,0.6,0.0,,0.5
"Take a break from
the usual
PLAN YOUR VISIT
UPTOWN","(300, 250)",Take a break from the usual PLAN YOUR VISIT UPTOWN,10.0,4.0,0.4,0.0,,0.5
"BLACK
IDDER'S
HISTORICAL RECORD
DE
BLACKADDER'S HISTORICAL RECORD 12LP VINYL BOX SET
2
ORDER NOW","(970, 250)",BLACK IDDER'S HISTORICAL RECORD DE BLACKADDER'S HISTORICAL RECORD 12LP VINYL BOX SET 2 ORDER NOW,15.0,14.0,0.6,0.0,,0.5
"★
BECOME A BETTER MAN
IN 30 DAYS
BUY NOW
30 Days to a
BETTER MAN
by Mag
MANLINESS","(970, 250)",★ BECOME A BETTER MAN IN 30 DAYS BUY NOW 30 Days to a BETTER MAN by Mag MANLINESS,19.0,10.0,0.5263157894736842,0.0,,1.0
"4.50%9CD
*Annual Percentage Yield. Member FDIC
Month
SECURITY BANK
OF KANSAS CITY.
Learn More","(728, 90)",4.50%9CD *Annual Percentage Yield. Member FDIC Month SECURITY BANK OF KANSAS CITY. Learn More,14.0,7.0,0.5,0.0,,0.5
"HERE COMES
Santa Claus
Friday, December 3
News 13
Coverage You Can Count On
DOWNTOWN
Christmas Magic
DOWNTOWNFLORENCE","(300, 250)","HERE COMES Santa Claus Friday, December 3 News 13 Coverage You Can Count On DOWNTOWN Christmas Magic DOWNTOWNFLORENCE",18.0,4.0,0.2222222222222222,0.0,,0.5
"Al-generated images.
Worry-free licensing.
Try for free
shutterstock.","(728, 90)",Al-generated images. Worry-free licensing. Try for free shutterstock.,8.0,0.0,0.0,0.0,,0.5
#NAME?,"(728, 90)",#NAME?,1.0,1.0,0.6,0.0,,0.5
"TRUFUEL
CONVENIENCE PERFORMANCE PROTECTION
EMPOWER YOUR
EQUIPMENT
50:1
ENGINEERED
FUEL + OIL
READY TO USE
TRUFUEL
TRUFUEL
OPE
40:11
4-CYCLE
ENGINEERS
FUEL
TF3
TRUPUEL
VISIT TRUFUELSO.COM FOR AVAILABILTY AND DETAILS.","(300, 250)",TRUFUEL CONVENIENCE PERFORMANCE PROTECTION EMPOWER YOUR EQUIPMENT 50:1 ENGINEERED FUEL + OIL READY TO USE TRUFUEL TRUFUEL OPE 40:11 4-CYCLE ENGINEERS FUEL TF3 TRUPUEL VISIT TRUFUELSO.COM FOR AVAILABILTY AND DETAILS.,30.0,27.0,0.6,0.0,,0.5
"GIVE ME
THOSE
PUPPY
DOG
EYES
og","(300, 250)",GIVE ME THOSE PUPPY DOG EYES og,7.0,6.0,0.6,0.0,,0.5
"Take a break from
'the usual'
VISIT UPTOWNCHARLOTTE.COM","(300, 250)",Take a break from 'the usual' VISIT UPTOWNCHARLOTTE.COM,8.0,2.0,0.25,0.0,,0.5
"EDDIE
EDDIE
GET YOUR EXCLUSIVE
EDDIE THE BLIND
SQUIRREL T-SHIRT
BUY TODAY","(300, 250)",EDDIE EDDIE GET YOUR EXCLUSIVE EDDIE THE BLIND SQUIRREL T-SHIRT BUY TODAY,12.0,12.0,0.6,0.0,,0.5
"M COTOSEN
UP TO 50% OFF","(300, 600)",M COTOSEN UP TO 50% OFF,6.0,4.0,0.6,0.0,,0.5
"2'
Opta Analyst
Improve Your Football Knowledge
Visit now","(728, 90)",2' Opta Analyst Improve Your Football Knowledge Visit now,9.0,0.0,0.0,0.0,,0.5
"DELL
Technologies
Windows
BLACK FRIDAY
SNEAK PEEK
POWERFUL TECH.
PERFECT TIMING.
SELECT EARLY OFFERS
Latitude 9520
Del Technologies recommends Windows 11 Pro for business.
MEMBERS SAVE
OVER 45% OFF
Shop Now","(300, 250)",DELL Technologies Windows BLACK FRIDAY SNEAK PEEK POWERFUL TECH. PERFECT TIMING. SELECT EARLY OFFERS Latitude 9520 Del Technologies recommends Windows 11 Pro for business. MEMBERS SAVE OVER 45% OFF Shop Now,31.0,16.0,0.5161290322580645,0.0,,1.0
"SALTEADOS
PACK $7.59
SOLO POR
TIEMPO LIMITADO
SUBWAY
TRIPLETA
S","(970, 250)",SALTEADOS PACK $7.59 SOLO POR TIEMPO LIMITADO SUBWAY TRIPLETA S,10.0,8.0,0.6,0.0,,0.5
"DIABLO
UP
ΤΟ
3 STRONGER
LEARN MORE","(728, 90)",DIABLO UP ΤΟ 3 STRONGER LEARN MORE,7.0,6.0,0.6,0.0,,0.5
"Light in thebox
SHOP NOW >
UP TO 70%OFF","(160, 600)",Light in thebox SHOP NOW > UP TO 70%OFF,9.0,5.0,0.5555555555555556,0.0,,0.5
"IN THE MIDST
OF PLENTY
THE NEW FOLK
MUSICAL FROM
ENCHANTED CROI THEATRE","(728, 90)",IN THE MIDST OF PLENTY THE NEW FOLK MUSICAL FROM ENCHANTED CROI THEATRE,13.0,13.0,0.6,0.0,,0.5
"CITH TH
EE Times
JANUARY 16 MARCH 31
Analog Everywhere
Solutions for your Analog Design Challenges
VISIT NOW","(970, 250)",CITH TH EE Times JANUARY 16 MARCH 31 Analog Everywhere Solutions for your Analog Design Challenges VISIT NOW,18.0,7.0,0.3888888888888889,0.0,,0.5
"RULE THE STREETS
1.99% FOR UP TO 60 MONTHS ON SELECT KTM STREET MODELS*
*Restrictions apply. See website for full promotion details
GRA
KM","(728, 90)",RULE THE STREETS 1.99% FOR UP TO 60 MONTHS ON SELECT KTM STREET MODELS* *Restrictions apply. See website for full promotion details GRA KM,24.0,14.0,0.5833333333333334,0.0,,0.5
"aws
AWS Silicon Innovation Day
DISCOVER HOW AWS-DESIGNED SILICON
FUELS CUSTOMER OUTCOMES
Wednesday, June 21, 2023 | 9:00AM - 4:00PM PDT
Register now","(300, 250)","aws AWS Silicon Innovation Day DISCOVER HOW AWS-DESIGNED SILICON FUELS CUSTOMER OUTCOMES Wednesday, June 21, 2023 | 9:00AM - 4:00PM PDT Register now",23.0,11.0,0.4782608695652174,0.0,,0.5
"Add local, on-demand
delivery with a few lines of code
Developer
Learn More
Delivering more","(300, 250)","Add local, on-demand delivery with a few lines of code Developer Learn More Delivering more",15.0,0.0,0.0,0.0,,1.0
"sleep deeper.
shop for deeper Tempur-Pedic® sleep
at Ashley.
ASHLEY TEMPUR-PEDIC
shop now","(728, 90)",sleep deeper. shop for deeper Tempur-Pedic® sleep at Ashley. ASHLEY TEMPUR-PEDIC shop now,13.0,2.0,0.15384615384615385,0.0,,0.5
"William
Draw
Your Cards
Money
Luck
Love
Know your future
william-angel.com","(300, 600)",William Draw Your Cards Money Luck Love Know your future william-angel.com,11.0,0.0,0.0,0.0,,1.0
"THE
AVALANCHES
LIVE!
SEPTEMBER 22
GREEK THEATRE","(320, 50)",THE AVALANCHES LIVE! SEPTEMBER 22 GREEK THEATRE,7.0,6.0,0.6,1.0,,0.5
"SALE
CAN WE STAY AHEAD OF THEFT? LOSS
PREVENTION TACTICS TO NAVIGATE THE STORM
SOLUTIONS BY SECTOR
WEBINAR SECURITY LACET
APRIL 19, 2023 @ 2 PM EDT","(300, 250)","SALE CAN WE STAY AHEAD OF THEFT? LOSS PREVENTION TACTICS TO NAVIGATE THE STORM SOLUTIONS BY SECTOR WEBINAR SECURITY LACET APRIL 19, 2023 @ 2 PM EDT",27.0,23.0,0.6,0.0,,0.5
"LET'S PLAY
PLAY RESPONSIBLY
Kentucky
EXTRA
DALL
TOP HAN
Kentucky","(728, 90)",LET'S PLAY PLAY RESPONSIBLY Kentucky EXTRA DALL TOP HAN Kentucky,10.0,8.0,0.6,0.0,,0.5
"Reimagine Your
Accounting Workflows
Tasks
..
Claim Free Trial
AVISE","(300, 250)",Reimagine Your Accounting Workflows Tasks .. Claim Free Trial AVISE,10.0,1.0,0.1,0.0,,0.5
"SCAN HERE
TO APPLY TODAY
YOUR DREAM
WEDDING
AWAITS
Celebrate your love with a
Courts Ready Cash Loan
of up to $1.5M
Conditions apply. May 1 - June 3, 2023.
www.readyfinancecaribbean.com
COURTS
READY CASH
Ready when you are!","(300, 250)","SCAN HERE TO APPLY TODAY YOUR DREAM WEDDING AWAITS Celebrate your love with a Courts Ready Cash Loan of up to $1.5M Conditions apply. May 1 - June 3, 2023. www.readyfinancecaribbean.com COURTS READY CASH Ready when you are!",38.0,13.0,0.34210526315789475,1.0,,1.0
"ELITE CARE
FOR EVERY BODY
LEARN MORE
beliin health Titletown Sports Medicine
& Orthopedics","(728, 90)",ELITE CARE FOR EVERY BODY LEARN MORE beliin health Titletown Sports Medicine & Orthopedics,14.0,7.0,0.5,0.0,,0.5
"Take the search out of
your research at
BEST REVIEWS
Go Now","(300, 250)",Take the search out of your research at BEST REVIEWS Go Now,12.0,2.0,0.16666666666666666,0.0,,0.5
"ETS
TREE CARE
607 226-8444
Free Estimates and
Consultations","(728, 90)",ETS TREE CARE 607 226-8444 Free Estimates and Consultations,9.0,3.0,0.3333333333333333,0.0,,0.5
"FCW
INSIDER
CHAT
Interviews with the 2023 Federal 100 award winners.
LISTEN NOW","(970, 250)",FCW INSIDER CHAT Interviews with the 2023 Federal 100 award winners. LISTEN NOW,13.0,5.0,0.38461538461538464,0.0,,0.5
"Sports
CHICAGO
Ultimate Sports
Insider
Download the all new NBC Sports Chicago app
Download on the
App Store
GET IT ON
Google Play
IN-DEPTH
COVERAGE
SCORES
ANALYSIS
HIGHLIGHTS
ALERTS","(970, 250)",Sports CHICAGO Ultimate Sports Insider Download the all new NBC Sports Chicago app Download on the App Store GET IT ON Google Play IN-DEPTH COVERAGE SCORES ANALYSIS HIGHLIGHTS ALERTS,29.0,11.0,0.3793103448275862,0.0,,0.5
"motorway
Need to sell your car?
Get your best price from
5,000+ dealers
Sell your car >","(300, 250)","motorway Need to sell your car? Get your best price from 5,000+ dealers Sell your car >",17.0,0.0,0.0,0.0,,0.5
"KBS TGI™
TOUR GRAPHITE IRON
KBS TGI 60
KBS TGI™ 70
KBS TGI 80
THE FIRST GRAPHITE IRON
TO PLAY LIKE STEEL.
NOW AVAILABLE IN TAPER TIP
KBSGOLFSHAFTS.COM","(970, 250)",KBS TGI™ TOUR GRAPHITE IRON KBS TGI 60 KBS TGI™ 70 KBS TGI 80 THE FIRST GRAPHITE IRON TO PLAY LIKE STEEL. NOW AVAILABLE IN TAPER TIP KBSGOLFSHAFTS.COM,28.0,25.0,0.6,0.0,,0.5
"mil
Allt
MEDIA SONAR
He
4**
GET ACCESS
OSINT FOR SECURITY POI
Step-by-step processes for
performing OSINT investigations","(300, 250)",mil Allt MEDIA SONAR He 4** GET ACCESS OSINT FOR SECURITY POI Step-by-step processes for performing OSINT investigations,18.0,9.0,0.5,0.0,,0.5
"HE
HELM
$50 OFF
YOUR FIRST
PAIR","(300, 250)",HE HELM $50 OFF YOUR FIRST PAIR,7.0,6.0,0.6,0.0,,0.5
"Unwanted
TELEMARKETER
Uncall
A High Tech Bidet Toilet Seat Will Wipe Away
Your Need for Toilet Paper
READ MORE","(728, 90)",Unwanted TELEMARKETER Uncall A High Tech Bidet Toilet Seat Will Wipe Away Your Need for Toilet Paper READ MORE,19.0,3.0,0.15789473684210525,0.0,,0.0
"CBTnuggets
On-demand
IT training
Make IT happen","(300, 600)",CBTnuggets On-demand IT training Make IT happen,7.0,2.0,0.2857142857142857,0.0,,0.5
"BY WELL+ GOOD
SPONSORED BY OUR PARTNERS
How To Tweak Your
Eczema-Care Routine
Based on the Season
READ MORE","(300, 250)",BY WELL+ GOOD SPONSORED BY OUR PARTNERS How To Tweak Your Eczema-Care Routine Based on the Season READ MORE,19.0,9.0,0.47368421052631576,0.0,,1.0
"FREE WEBINAR
VANTA Presents:
? Vanta
Security and compliance: is your business at risk?
THURSDAY 16 MARCH | 2PM AEDT
REGISTER NOW","(970, 250)",FREE WEBINAR VANTA Presents: ? Vanta Security and compliance: is your business at risk? THURSDAY 16 MARCH | 2PM AEDT REGISTER NOW,22.0,9.0,0.4090909090909091,0.0,,0.5
"יינווטוויד
FIRESTARTER
DIE HARD
Fear
LOATHING
in LAS VEGAS
peacock
NEW HIT MOVIES
EVERY WEEK
STREAM NOW
""Firestarter' streaming May 13","(300, 600)","יינווטוויד FIRESTARTER DIE HARD Fear LOATHING in LAS VEGAS peacock NEW HIT MOVIES EVERY WEEK STREAM NOW ""Firestarter' streaming May 13",21.0,13.0,0.6,0.0,,0.5
"THE BROWN
REAL ESTATE TEAM
See What We're All About
Property Collective
774B Walker Rd
Great Falls, VA
www.facebook.com/thebrownssellva.com
@brownteamrealtors
Lets Meet!
757-234-1590","(300, 250)","THE BROWN REAL ESTATE TEAM See What We're All About Property Collective 774B Walker Rd Great Falls, VA www.facebook.com/thebrownssellva.com @brownteamrealtors Lets Meet! 757-234-1590",23.0,7.0,0.30434782608695654,1.0,,0.5
"Dying
Liver
Do Not
Ignore
These Early
Warning
Signs
(#2 Is Scary)","(160, 600)",Dying Liver Do Not Ignore These Early Warning Signs (#2 Is Scary),12.0,0.0,0.0,0.0,,0.0
"BEWARE OF
NEW UTILITY SCAMS!
IF YOU'RE
THREATENED
WITH
IMMEDIATE
DISCONNECTION
Learn More
OFF
Hawaiian
Electric","(300, 600)",BEWARE OF NEW UTILITY SCAMS! IF YOU'RE THREATENED WITH IMMEDIATE DISCONNECTION Learn More OFF Hawaiian Electric,16.0,12.0,0.6,1.0,,0.5
"GET MORE FROM IPAD
Combo Touch - now for iPad Pro and iPad (10th gen)
logitech
SHOP NOW","(728, 90)",GET MORE FROM IPAD Combo Touch - now for iPad Pro and iPad (10th gen) logitech SHOP NOW,18.0,6.0,0.3333333333333333,0.0,,1.0
"LEGO
VIP WEEKEND
IS COMING
11/20-11/21
Learn more >
VIP
VIP
VIP
VIP
..
VIP
A","(300, 250)",LEGO VIP WEEKEND IS COMING 11/20-11/21 Learn more > VIP VIP VIP VIP .. VIP A,16.0,10.0,0.6,0.0,,0.5
"PEARL iZUMi
The Time
Is Now
New Road Arrivals
for Spring ¹23
Shop New Arrivals","(300, 250)",PEARL iZUMi The Time Is Now New Road Arrivals for Spring ¹23 Shop New Arrivals,15.0,1.0,0.06666666666666667,0.0,,0.5
"UFHealth
UNIVERSITY OF FLORIDA HEALTH
Complex
neurological
condition?
When others
can't, we can.
Neuroscience Institute","(300, 250)","UFHealth UNIVERSITY OF FLORIDA HEALTH Complex neurological condition? When others can't, we can. Neuroscience Institute",15.0,4.0,0.26666666666666666,0.0,,0.5
"Remind somebody to
buckle up. You could
save their life.
DO
Dmy
LEARN MORE","(300, 250)",Remind somebody to buckle up. You could save their life. DO Dmy LEARN MORE,14.0,3.0,0.21428571428571427,0.0,,0.5
"M
MONOGRAM
LUR AFFIL
Introducing the Forge,
the first heated ice press
of its kind.
DISCOVER MORE","(300, 250)","M MONOGRAM LUR AFFIL Introducing the Forge, the first heated ice press of its kind. DISCOVER MORE",17.0,5.0,0.29411764705882354,0.0,,0.5
"ADVANTAGE
HOME CURRENT SPECIALS
CONTRACTING
The Leader in Home Repairs & Project
ARE YOU
CONSIDERING
ADDING AN ADDITION,
A GARAGE OR
A SUN ROOM
TO YOUR HOME?","(300, 250)","ADVANTAGE HOME CURRENT SPECIALS CONTRACTING The Leader in Home Repairs & Project ARE YOU CONSIDERING ADDING AN ADDITION, A GARAGE OR A SUN ROOM TO YOUR HOME?",27.0,18.0,0.6,0.0,,0.5
"Insights and analysis on
the technology that is
reshaping health care
Check out the all-new feature series,
Collaborative Care: Technology's Evolving
Role in Cardiometabolic Health
Learn More
ENDOCRINOLOGY
NETWORK
Practical
Cardiology™","(300, 250)","Insights and analysis on the technology that is reshaping health care Check out the all-new feature series, Collaborative Care: Technology's Evolving Role in Cardiometabolic Health Learn More ENDOCRINOLOGY NETWORK Practical Cardiology™",31.0,2.0,0.06451612903225806,0.0,,0.5
"Bestselling
Our Most Popular Products
- Updated Weekly!
AliExpress
OH
Shop Now >","(300, 250)",Bestselling Our Most Popular Products - Updated Weekly! AliExpress OH Shop Now >,13.0,1.0,0.07692307692307693,1.0,,1.0
"Old Fort Niagara
DISCOVER HISTORY","(320, 50)",Old Fort Niagara DISCOVER HISTORY,5.0,2.0,0.4,0.0,,0.5
"AUANew
8p
Sexual and Urinary Function
following Cystectomy News
Comen
American
Urological
Association
The latest
news from
the AUA.
Madaming of Compl
TO TA
J
J","(300, 250)",AUANew 8p Sexual and Urinary Function following Cystectomy News Comen American Urological Association The latest news from the AUA. Madaming of Compl TO TA J J,26.0,3.0,0.11538461538461539,0.0,,0.5
"Huntington, West Virginia
The Great Outdoors
(re)defined.
H
TOWN
VISIT H-TOWN >","(728, 90)","Huntington, West Virginia The Great Outdoors (re)defined. H TOWN VISIT H-TOWN >",12.0,3.0,0.25,0.0,,0.5
"nako.
Tungsten Weights
No chip 200% Sensitivity
an
10-Piece $3.49","(300, 250)",nako. Tungsten Weights No chip 200% Sensitivity an 10-Piece $3.49,10.0,0.0,0.0,0.0,,0.5
"Affordable Health Insurance Made Simple.
Easily apply for all subsidies & tax credits
Compare every plan available in your area in only 15 minutes
FIND THE PLAN
Powered by LIG Solutions
Enroll Today","(728, 90)",Affordable Health Insurance Made Simple. Easily apply for all subsidies & tax credits Compare every plan available in your area in only 15 minutes FIND THE PLAN Powered by LIG Solutions Enroll Today,33.0,4.0,0.12121212121212122,0.0,,1.0
"*
DRIZZLE,
SIZZLE,
SAVOR.
LEARN MORE
POMPEIAN
SUMMER
FLAVOR GUIDE
Available at Publix","(300, 250)","* DRIZZLE, SIZZLE, SAVOR. LEARN MORE POMPEIAN SUMMER FLAVOR GUIDE Available at Publix",13.0,9.0,0.6,0.0,,0.5
"INSTITUTE OF THEOLOGY
ai.edu/ccee
Engage
your Catholic faith.
Transform
your community.","(728, 90)",INSTITUTE OF THEOLOGY ai.edu/ccee Engage your Catholic faith. Transform your community.,11.0,3.0,0.2727272727272727,0.0,,0.5
"F
ESLAD
Superlithium may be Elon
Musk's solution to the
battery revolution.
Learn More","(300, 250)",F ESLAD Superlithium may be Elon Musk's solution to the battery revolution. Learn More,14.0,1.0,0.07142857142857142,0.0,,1.0
"LLEELOU
Guidance and tools
for home buyers
Learn More","(728, 90)",LLEELOU Guidance and tools for home buyers Learn More,9.0,1.0,0.1111111111111111,0.0,,0.5
"WAD
THUNDER
GET YOUR BONUS
& DOMINATE THE SKIES!
WARTHUNDER.COM
PLAY
FREE NOW
BONUS","(970, 250)",WAD THUNDER GET YOUR BONUS & DOMINATE THE SKIES! WARTHUNDER.COM PLAY FREE NOW BONUS,14.0,13.0,0.6,1.0,,0.5
"FREE DEVOTIONAL
A quiet time tool for busy moms
from Focus on the Family
The Jung
melalud
Download Now
FOCUS
FAMILY.","(728, 90)",FREE DEVOTIONAL A quiet time tool for busy moms from Focus on the Family The Jung melalud Download Now FOCUS FAMILY.,21.0,4.0,0.19047619047619047,0.0,,0.5
"LARRY'S MARKET RUN
2023
WORLD TOUR
WHose
9
TEXT UNCLE LARRY (415) 548-9125
NORTH AMERICA
LIVE NATION
ATM
WITH MONROE FLOW & DVME
JUNE 27
THE FILLMORE
SILVER SPRING","(300, 600)",LARRY'S MARKET RUN 2023 WORLD TOUR WHose 9 TEXT UNCLE LARRY (415) 548-9125 NORTH AMERICA LIVE NATION ATM WITH MONROE FLOW & DVME JUNE 27 THE FILLMORE SILVER SPRING,29.0,22.0,0.6,0.0,,0.5
"SW
Middleten
Valle
MA
Thank you for voting MVB as one of the
Tri-States Best!
Middletown
Valley Bank.
A Community Heritage Financial, Inc. Company
Member
FDIC
1.844.533.9211
www.mvbbank.com","(300, 250)","SW Middleten Valle MA Thank you for voting MVB as one of the Tri-States Best! Middletown Valley Bank. A Community Heritage Financial, Inc. Company Member FDIC 1.844.533.9211 www.mvbbank.com",28.0,4.0,0.14285714285714285,1.0,,1.0
"ONE VISE TO RULE THEM ALL
MULTI-AXIS BENCH-MOUNT VISE WITH TORQ-LOK™
MASTER GUN VISEⓇ
REAL
AVID","(728, 90)",ONE VISE TO RULE THEM ALL MULTI-AXIS BENCH-MOUNT VISE WITH TORQ-LOK™ MASTER GUN VISEⓇ REAL AVID,16.0,16.0,0.6,0.0,,0.5
"Seismic
Ready to bring speed, simplicity, and
success to your go-to-market teams?
O","(728, 90)","Seismic Ready to bring speed, simplicity, and success to your go-to-market teams? O",13.0,0.0,0.0,0.0,,1.0
"USTA
MID-ATLANTIC
10€
YEARS
Celebrating 100 Years of tennis
with YOU!
JOIN IN","(728, 90)",USTA MID-ATLANTIC 10€ YEARS Celebrating 100 Years of tennis with YOU! JOIN IN,13.0,6.0,0.46153846153846156,1.0,,1.0
"Guitar
$100 OFF
Center EPIPHONE ES-335
Shop Now","(728, 90)",Guitar $100 OFF Center EPIPHONE ES-335 Shop Now,8.0,3.0,0.375,0.0,,0.5
#NAME?,"(970, 250)",#NAME?,1.0,1.0,0.6,0.0,,0.5
"CORROSIONPEDIA
Strengthen & deepen your corrosion
knowledge with any one of our free webinars
Watch today >>","(300, 250)",CORROSIONPEDIA Strengthen & deepen your corrosion knowledge with any one of our free webinars Watch today >>,17.0,1.0,0.058823529411764705,0.0,,0.5
"BUSH'S NEW! OUR SECRET FAMILY RECIPE, NOW BUSH'S
ZERO
Sugar Added
WITH ZERO ADDED SUGAR
BAKED BEANS
SHOP NOW","(728, 90)","BUSH'S NEW! OUR SECRET FAMILY RECIPE, NOW BUSH'S ZERO Sugar Added WITH ZERO ADDED SUGAR BAKED BEANS SHOP NOW",19.0,17.0,0.6,1.0,,1.0
"SOURCE provides
25 lbs of N & 25 lbs of P
N
P
P
N
SOURCE","(300, 250)",SOURCE provides 25 lbs of N & 25 lbs of P N P P N SOURCE,16.0,2.0,0.125,0.0,,0.5
"FICC
Fayetteville Technical
Community College
TRAINING AT ITS BEST!
SWIFT WATER RESCUE TRAINING IS CRITICALLY IMPORTANT
FOR FIRST RESPONDERS, BUT DIFFICULT AND DANGEROUS TO
ARRANGE IN NATURAL OUTDOOR SETTINGS.
LEARN MORE","(970, 90)","FICC Fayetteville Technical Community College TRAINING AT ITS BEST! SWIFT WATER RESCUE TRAINING IS CRITICALLY IMPORTANT FOR FIRST RESPONDERS, BUT DIFFICULT AND DANGEROUS TO ARRANGE IN NATURAL OUTDOOR SETTINGS. LEARN MORE",31.0,27.0,0.6,1.0,,0.5
"Smith & Wesson
Midway
SHOP NOW","(728, 90)",Smith & Wesson Midway SHOP NOW,6.0,2.0,0.3333333333333333,0.0,,0.5
"C
ROYAL SOCIETY
OF CHEMISTRY
RSC Prizes 2022:
nominations are now open!","(300, 250)",C ROYAL SOCIETY OF CHEMISTRY RSC Prizes 2022: nominations are now open!,12.0,5.0,0.4166666666666667,1.0,,0.5
"DON'T WORRY
SHOTS
JustFashion Now
UP TO
90% OFF
SHOP NOW","(728, 90)",DON'T WORRY SHOTS JustFashion Now UP TO 90% OFF SHOP NOW,11.0,8.0,0.6,0.0,,0.5
"INTERNET STARTING AT
ALL
IN!
$4
/mo.
2-YEAR PRICE LOCK
Astound
Broadband
Powered by MCN
*See website for details.","(300, 250)",INTERNET STARTING AT ALL IN! $4 /mo. 2-YEAR PRICE LOCK Astound Broadband Powered by MCN *See website for details.,19.0,9.0,0.47368421052631576,1.0,,0.5
"Innovative Materials
Healthier Living
Brentwood Home
SHOP NOW
CLIMATE
NEUTRAL
CERTIFIED","(728, 90)",Innovative Materials Healthier Living Brentwood Home SHOP NOW CLIMATE NEUTRAL CERTIFIED,11.0,5.0,0.45454545454545453,0.0,,0.5
"IN MY
SHADOW
Download on the
App Store","(300, 250)",IN MY SHADOW Download on the App Store,8.0,3.0,0.375,0.0,,0.5
"Priority
URGENT CARE
OUT OF TIME?","(728, 90)",Priority URGENT CARE OUT OF TIME?,6.0,5.0,0.6,0.0,,0.5
"Boofy's
Best for Pets
WHEN ONLY THE BEST WILL DO!
B
BOOGIE DOWN
TO BOOFY'S
FOR SOME
GROOVY
DEALS!
PASEO
&
GOLF COURSE
CUTLER @ 1-40
&
SAN MATEO
CLICK FOR INFO","(160, 600)",Boofy's Best for Pets WHEN ONLY THE BEST WILL DO! B BOOGIE DOWN TO BOOFY'S FOR SOME GROOVY DEALS! PASEO & GOLF COURSE CUTLER @ 1-40 & SAN MATEO CLICK FOR INFO,32.0,23.0,0.6,2.0,,1.0
"FEEL BETTER SOONER.
LEARN MORE
BAYHEALTH@HOME Bayhealth","(300, 250)",FEEL BETTER SOONER. LEARN MORE BAYHEALTH@HOME Bayhealth,7.0,6.0,0.6,0.0,,1.0
"J.Me
www
UP TO
50% OFF
SHOP NOW","(728, 90)",J.Me www UP TO 50% OFF SHOP NOW,8.0,5.0,0.6,0.0,,0.5
"AC INFINITY
Smarter Controls
Smarter Grows
93
CHATY
90⁰","(728, 90)",AC INFINITY Smarter Controls Smarter Grows 93 CHATY 90⁰,9.0,3.0,0.3333333333333333,0.0,,0.5
"2023
Developer
Survey
Calling all who code
↑","(728, 90)",2023 Developer Survey Calling all who code ↑,8.0,0.0,0.0,0.0,,0.5
"AICPA & CIMA
Your learning
experience just
got better.","(300, 250)",AICPA & CIMA Your learning experience just got better.,9.0,2.0,0.2222222222222222,0.0,,1.0
"ден
Hinge
Health
Learn how employers are thinking bigger
about personalized MSK care
Join the movement","(728, 90)",ден Hinge Health Learn how employers are thinking bigger about personalized MSK care Join the movement,16.0,1.0,0.0625,0.0,,1.0
"LAKE D'ARBONNE
K&M SPORTSMAN'S
ONE-STOP SHOP!
Coffee, C÷rks, & Camo
FARMERVILLE, LA
1012 S MAIN ST","(728, 90)","LAKE D'ARBONNE K&M SPORTSMAN'S ONE-STOP SHOP! Coffee, C÷rks, & Camo FARMERVILLE, LA 1012 S MAIN ST",16.0,10.0,0.6,1.0,,0.5
"Tony Award®
Nominee
Best Play
Steppenwolf's production of
The Minutes n
by Tracy Letts directed by
Anna D. Shapiro
a play by
BUY TICKETS
Critic's
Pick","(970, 250)",Tony Award® Nominee Best Play Steppenwolf's production of The Minutes n by Tracy Letts directed by Anna D. Shapiro a play by BUY TICKETS Critic's Pick,26.0,3.0,0.11538461538461539,0.0,,0.5
"U.S.ARMY
No challenge,
no change.
BE ALL YOU CAN BE.
GOARMY.COM →","(970, 250)","U.S.ARMY No challenge, no change. BE ALL YOU CAN BE. GOARMY.COM →",12.0,7.0,0.5833333333333334,0.0,,1.0
"Mental Health and
Addiction Recovery Services
&
The Serenity Center
330-965-9999
Austintown, North Lima, Warren
We Listen...","(728, 90)","Mental Health and Addiction Recovery Services & The Serenity Center 330-965-9999 Austintown, North Lima, Warren We Listen...",17.0,0.0,0.0,0.0,,0.5
